comparison,other_arm,slr_ft,approach_status,other_status,block_count,pop20,share_of_eligible_blocks,share_of_eligible_pop20,is_disagreement,direction,eligible_blocks,eligible_pop20,source_approach,source_other,direction_order_definition
approach_vs_intersect,intersect,4,unclassified,redundant,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,inundated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,inundated,inundated,2789,271419,0.0407028502211,0.0442361150045,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,inundated,isolated,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,inundated,fragile,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,inundated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,isolated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,isolated,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,isolated,isolated,2063,249271,0.0301075582668,0.0406264138594,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,isolated,fragile,10,768,0.000145940660527,0.000125169337163,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,isolated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,fragile,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,fragile,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,fragile,isolated,134,8150,0.00195560485107,0.00132829439828,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,fragile,fragile,16444,2189717,0.239984822171,0.356882064407,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,fragile,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,redundant,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,redundant,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,redundant,isolated,90,2509,0.00131346594475,0.000408919097581,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,redundant,fragile,324,14793,0.00472847740109,0.00241097656856,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,4,redundant,redundant,46667,3399061,0.681061280483,0.553982047327,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,unclassified,unclassified,0,0,0,0,False,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,unclassified,inundated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,unclassified,isolated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,unclassified,fragile,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,unclassified,redundant,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,inundated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,inundated,inundated,6197,595318,0.0904394273288,0.0970254680486,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,inundated,isolated,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,inundated,fragile,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,inundated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,isolated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,isolated,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,isolated,isolated,3469,362031,0.050626815137,0.0590041410189,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,isolated,fragile,8,652,0.000116752528422,0.000106263551862,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,isolated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,fragile,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,fragile,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,fragile,isolated,133,7261,0.00194101078501,0.00118340437128,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,fragile,fragile,15686,2038950,0.228922520103,0.332309921887,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,fragile,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,redundant,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,redundant,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,redundant,isolated,165,2902,0.0024080208987,0.000472970594333,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,redundant,fragile,388,19343,0.00566249762846,0.00315253969889,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,5,redundant,redundant,42475,3109231,0.61988295559,0.50674529083,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,unclassified,unclassified,0,0,0,0,False,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,unclassified,inundated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,unclassified,isolated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,unclassified,fragile,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,unclassified,redundant,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,inundated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,inundated,inundated,13202,1346940,0.192670860028,0.219525503904,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,inundated,isolated,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,inundated,fragile,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,inundated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,isolated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,isolated,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,isolated,isolated,6481,649104,0.0945841420878,0.105791559154,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,isolated,fragile,8,652,0.000116752528422,0.000106263551862,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,isolated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,fragile,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,fragile,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,fragile,isolated,189,5568,0.00275827848397,0.000907477694433,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,fragile,fragile,13553,1675039,0.197793377213,0.272999376761,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,fragile,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,redundant,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,redundant,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,redundant,isolated,277,10393,0.00404255629661,0.0016938605744,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,redundant,fragile,207,7475,0.00302097167292,0.00121828228554,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_intersect,intersect,6,redundant,redundant,34604,2440517,0.505013061689,0.397757676075,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_intersect/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,unclassified,unclassified,0,0,0,0,False,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,unclassified,inundated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,unclassified,isolated,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,unclassified,fragile,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,unclassified,redundant,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,inundated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,inundated,inundated,188,20053,0.00274368441792,0.0032682561434,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,inundated,isolated,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,inundated,fragile,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,inundated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,isolated,unclassified,0,0,0,0,True,not_applicable_unclassified,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,isolated,inundated,0,0,0,0,True,approach_better,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,isolated,isolated,142,15311,0.00207235737949,0.00249540067878,False,same,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,isolated,fragile,21,2815,0.000306475387108,0.000458791255357,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
approach_vs_retain,retain,0,isolated,redundant,0,0,0,0,True,approach_worse,68521,6135688,data/processed/access/edited/della_runs/positive_layer_20260814_approach/block_access_flags_long.parquet,data/processed/access/edited/della_runs/positive_layer_20260814_retain/block_access_flags_long.parquet,inundated < isolated < fragile < redundant; unclassified is not comparable
